	total_likes_median	total_followers	total_likes_mean	total_replies_mean	total_posts	total_replies_median	total_following	total_replies	total_retweets	id	total_likes	posts_count	total_retweets_mean	name	total_retweets_median
username	13415	991729	50543.71428571428	2380	3298	1133	243	[152, 1834, 3636, 11040, 12960, 3166, 1133, 7000, 1757, 1319, 1317, 345, 469, 396, 642, 301, 108, 350, 222, 1519, 314]	[311, 12436, 22967, 26308, 43548, 20931, 1704, 18496, 11452, 5033, 5909, 1269, 1611, 1921, 2237, 541, 277, 1550, 2708, 6015, 713]	354095556	[1093, 48946, 117444, 189820, 261216, 126565, 10029, 79773, 49384, 41974, 34323, 13415, 8628, 9262, 11669, 2259, 1415, 7350, 12302, 32310, 2241]	21	8949.380952380952	Fernando Haddad 13	2708
