	total_retweets	total_retweets_median	total_replies	total_likes_median	total_likes_mean	posts_count	total_likes	total_replies_mean	total_replies_median	name	total_following	total_followers	id	total_posts	total_retweets_mean
username	[12, 52, 20, 16, 30, 3, 4, 4, 1, 7, 28, 34, 3, 2, 3, 15, 20, 45]	13.5	[0, 2, 7, 6, 6, 7, 0, 0, 0, 2, 20, 5, 3, 0, 1, 0, 3, 10]	54.5	65.38888888888889	18	[30, 136, 75, 108, 79, 205, 26, 26, 10, 27, 108, 56, 29, 19, 20, 53, 56, 114]	4	2.5	revista piauí	219	1463102	23941036	15185	16.61111111111111
