	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[15, 88, 21, 65, 104, 33, 7, 10, 5, 22, 10, 4, 142, 12, 8, 373, 5, 3, 10, 7, 3, 19, 13, 7, 8, 1, 15, 27, 11, 800]	8108428	23288	30	273967	296	76.0	14.0	11.5	61.6	17715048	[111, 219, 5, 17, 80, 20, 4, 2, 5, 45, 3, 6, 235, 10, 15, 1183, 2, 46, 15, 24, 0, 11, 5, 4, 10, 2, 16, 21, 13, 551]	[132, 541, 156, 265, 958, 218, 80, 41, 48, 144, 27, 94, 679, 69, 53, 2391, 35, 43, 47, 36, 90, 148, 63, 34, 32, 7, 72, 269, 69, 2039]	VEJA	89.33333333333333
