	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[3, 153, 167, 132, 7, 64, 387, 107, 62, 120, 0, 2, 18, 47, 10, 14, 14, 5, 0, 10, 75, 4, 6, 5, 3, 13, 6, 44, 12, 0]	2484487	76	30	356162	183.53333333333333	56.0	9.5	12.5	49.666666666666664	14594698	[12, 262, 24, 66, 15, 123, 569, 49, 33, 165, 2, 5, 20, 24, 7, 17, 5, 5, 0, 2, 30, 7, 4, 5, 7, 6, 7, 75, 4, 0]	[45, 624, 215, 344, 60, 266, 2006, 174, 109, 468, 6, 35, 128, 118, 47, 54, 23, 39, 2, 41, 174, 25, 31, 25, 28, 129, 43, 186, 58, 3]	UOL Notícias	51.666666666666664
