	total_retweets	total_retweets_median	total_replies	total_likes_median	total_likes_mean	posts_count	total_likes	total_replies_mean	total_replies_median	name	total_following	total_followers	id	total_posts	total_retweets_mean
username	[3, 1, 0, 24, 6, 9, 8, 13, 6, 9, 38, 2, 2, 6, 1, 10, 34, 10, 15, 5, 23, 55]	8.5	[6, 0, 2, 25, 3, 4, 11, 42, 12, 14, 148, 5, 5, 24, 8, 68, 18, 12, 25, 0, 10, 31]	88.5	107.81818181818181	22	[17, 21, 3, 55, 40, 84, 115, 205, 141, 111, 344, 35, 27, 84, 36, 199, 93, 141, 93, 28, 111, 389]	21.5	11.5	GloboNews	125	3680439	142393421	90386	12.727272727272727
