	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[7, 27, 133, 3, 7, 52]	343142	296	6	45334	194.33333333333334	78.0	4.0	17.0	38.166666666666664	2174537102	[1, 7, 23, 0, 0, 50]	[32, 124, 753, 10, 19, 228]	EL PAÍS Brasil	13.5
