	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[1, 8, 8, 4, 0, 0, 10, 1, 1, 1, 3, 40, 9, 6, 3, 0, 3, 5, 1, 16, 2, 5, 0, 8, 8, 5, 4, 2, 8]	4556028	141	29	350268	36.6551724137931	25	1	4	5.586206896551724	65473559	[4, 2, 8, 1, 0, 0, 2, 0, 1, 1, 0, 11, 0, 4, 2, 4, 1, 0, 8, 1, 0, 2, 0, 4, 2, 1, 1, 1, 2]	[10, 34, 31, 48, 4, 13, 30, 5, 6, 9, 14, 269, 25, 32, 25, 14, 17, 40, 27, 97, 15, 23, 25, 37, 72, 30, 19, 22, 70]	Portal R7.com	2.1724137931034484
