	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[4, 7, 5, 4, 5, 17, 4, 18, 8, 6, 41, 23, 10, 11, 5, 3, 110, 38, 11, 5, 23, 17, 9, 19, 7, 15, 158, 10, 17, 5]	6155874	63450	30	298875	110.5	55.5	9.0	10.0	20.5	9317502	[20, 8, 10, 13, 8, 20, 3, 4, 0, 0, 23, 61, 4, 3, 2, 5, 186, 22, 19, 5, 60, 78, 0, 6, 37, 16, 55, 7, 36, 3]	[38, 15, 45, 26, 29, 101, 34, 55, 30, 56, 259, 292, 45, 56, 38, 34, 728, 185, 121, 40, 121, 130, 49, 74, 87, 103, 322, 52, 117, 33]	Estadão	23.8
