	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[4, 3, 11, 7, 13, 15, 8, 4, 32, 6, 19, 9, 6, 27, 21, 23, 1, 9, 13, 7, 16, 14, 6, 1430, 31, 0, 52, 17]	6396057	184166	28	348385	273.5357142857143	91.0	21.5	12.0	64.42857142857143	14594813	[8, 57, 48, 25, 85, 6, 7, 15, 277, 12, 85, 27, 15, 12, 34, 22, 6, 15, 21, 29, 11, 25, 7, 622, 12, 6, 71, 55]	[27, 27, 84, 34, 76, 79, 33, 44, 179, 35, 125, 49, 50, 116, 121, 262, 40, 149, 98, 131, 125, 113, 54, 5058, 113, 19, 199, 219]	Folha de S.Paulo	57.67857142857143
