	total_retweets	total_followers	total_following	posts_count	total_posts	total_likes_mean	total_likes_median	total_replies_median	total_retweets_median	total_retweets_mean	id	total_replies	total_likes	name	total_replies_mean
username	[13767, 2508, 2552, 3998, 2446, 4940, 12240, 18998, 4748, 6067, 5164, 45993, 5484, 30541, 54823, 20844, 18435]	2096527	237	17	5414	77823.17647058824	50265	1054	6067	14914.588235294117	128372940	[3532, 456, 222, 252, 140, 342, 1932, 4332, 728, 1054, 735, 7137, 922, 7519, 9889, 6911, 3783]	[86260, 17477, 21274, 27182, 20048, 38447, 79157, 120655, 39743, 46752, 50265, 221286, 33982, 135856, 214776, 93852, 75982]	Jair Bolsonaro 1️⃣7️⃣	2934.470588235294
