	total_retweets	total_retweets_median	total_replies	total_likes_median	total_likes_mean	posts_count	total_likes	total_replies_mean	total_replies_median	name	total_following	total_followers	id	total_posts	total_retweets_mean
username	[3, 3, 2, 14, 2, 1, 1, 0, 14, 348, 29, 2, 7, 2, 4, 14, 2, 8, 48, 103, 24]	4	[0, 2, 9, 10, 0, 0, 2, 2, 4, 119, 40, 8, 11, 5, 2, 83, 15, 5, 143, 84, 4]	25	105	21	[7, 10, 25, 63, 6, 7, 2, 11, 47, 874, 154, 20, 31, 23, 11, 149, 20, 65, 239, 388, 53]	26.095238095238095	5	Época	35	2568635	21207962	100781	30.047619047619047
